id,thai,romanization,english,category,used_in_lessons,reviewer_ok,reviewer_correction,reviewer_note
"ed12","งานที่ต้องทำ","ngaan-têe-dtông-tam","assignment","education","","","",""
"ed13","การบ้าน","gaan-bâan","homework","education","","","",""
"ed14","สอบ","sòrp","exam","education","","","",""
"ed15","ปริญญา","bpà-rin-yaa","degree","education","","","",""
"ed16","ปริญญาตรี","bpà-rin-yaa-dtree","undergraduate","education","","","",""
"ed17","บัณฑิตศึกษา","ban-dìt-sèuk-sǎa","postgraduate","education","","","",""
"ed18","หอประชุม","hǒr-bprà-chum","assembly hall","education","","","",""
"ed19","สนามกีฬา","sà-nǎam-gee-laa","playing field","education","","","",""
"ed20","สนามเด็กเล่น","sà-nǎam-dèk-lên","playground","education","","","",""
"ed21","หอพักของมหาวิทยาลัย","hǒr-pák-kǒrng-má-hǎa-wít-tá-yaa-lai","halls of residence","education","","","",""
"ed22","สโมสรนักศึกษา","sà-moh-sǒrn-nák-sèuk-sǎa","student union","education","","","",""
"ed23","บัตรนักศึกษา","bàt-nák-sèuk-sǎa","student card","education","","","",""
"ed24","เครื่องแบบนักเรียน","krêuang-bàirp-nák-rian","school uniform","education","","","",""
"ed25","สอน","sǒrn","to teach","education","","","",""
"ed26","เข้าสอบ","kâo-sòrp","to sit an exam","education","","","",""
"ed27","ทบทวน","tóp-tuan","to revise","education","","","",""
"ed28","เรียนจบ","rian-jòp","to graduate","education","","","",""
"ed29","ห้องเรียน","hông-rian","classroom","education","","","",""
"ed30","ดินสอสี","din-sǒr-sěe","colouring pencils","education","","","",""
"ed31","ยางลบ","yaang-lóp","eraser","education","","","",""
"ed32","สมุดแบบฝึกหัด","sà-mùt-bàirp-fèuk-hàt","exercise book","education","","","",""
"ed33","สีเมจิก","sěe-may-jìk","felt-tip pens","education","","","",""
"ed34","ปากกาหมึกซึม","bpàak-gaa-mèuk-seum","fountain pen","education","","","",""
"ed35","ที่เจาะกระดาษ","têe-jò-grà-dàat","hole punch","education","","","",""
"ed36","กระดาษ","grà-dàat","paper","education","","","",""
"ed37","คลิป","klíp","paper clip","education","","","",""
"ed38","กระเป๋าดินสอ","grà-bpǎo-din-sǒr","pencil case","education","","","",""
"ed39","นักเรียน","nák-rian","pupil","education","","","",""
"ed40","ไม้บรรทัด","máai-ban-tát","ruler","education","","","",""
"ed41","กระเป๋านักเรียน","grà-bpǎo-nák-rian","schoolbag","education","","","",""
"ed42","กรรไกร","gan-grai","scissors","education","","","",""
"ed43","กบเหลาดินสอ","gòp-lǎo-din-sǒr","sharpener","education","","","",""
"ed44","ที่เย็บกระดาษ","têe-yép-grà-dàat","stapler","education","","","",""
"ed45","หนังสือเรียน","nang-sěuu-rian","textbook","education","","","",""
"ed46","ไวท์บอร์ด","wai-bòrt","whiteboard","education","","","",""
"ed47","แคมปัส","kairm-bpàt","campus","education","","","",""
"ed48","โรงอาหาร","rohng-aa-hǎan","canteen","education","","","",""
"ed49","ห้องบรรยาย","hông-ban-yaai","lecture hall","education","","","",""
"ed50","ห้องสมุด","hông-sà-mùt","library","education","","","",""
"ed51","นักศึกษา","nák-sèuk-sǎa","student","education","","","",""
"of01","ผู้จัดการ","pôo-jàt-gaan","manager","office","","","",""
"of02","พนักงาน","pá-nák-ngaan","staff","office","","","",""
"of03","เพื่อนร่วมงาน","pêuan-rûam-ngaan","colleague","office","","","",""
"of04","ทรัพยากรบุคคล","sáp-pá-yaa-gorn-bùk-kon","human resources","office","","","",""
"of05","โปรแกรมสเปรดชีต","bproh-grairm-sà-bprèt-chéet","spreadsheet","office","","","",""
"of06","การนำเสนอ","gaan-nam-sà-něr","presentation","office","","","",""
"of07","รายงาน","raai-ngaan","report","office","","","",""
"of08","ประชุม","bprà-chum","meeting","office","","","",""
"of09","ประชุมทางโทรศัพท์","bprà-chum-taang-toh-rá-sàp","conference call","office","","","",""
"of10","ประชุมทางวิดีโอ","bprà-chum-taang-wí-dee-oh","video conference","office","","","",""
"of11","อินบ็อกซ์","in-bòk","inbox","office","","","",""
"of12","เอกสารแนบท้าย","àyk-gà-sǎan-nâirp-táai","attachment","office","","","",""
"of13","ชื่อผู้ใช้","chêuu-pôo-chái","username","office","","","",""
"of14","พาสเวิร์ด","páat-wért","password","office","","","",""
"of15","นำเสนอ","nam-sà-něr","to give a presentation","office","","","",""
"of16","จัดประชุม","jàt-bprà-chum","to hold a meeting","office","","","",""
"of17","ล็อกอิน","lók-in","to log on / off","office","","","",""
"of18","โต๊ะทำงาน","dtó-tam-ngaan","desk","office","","","",""
"of19","ตู้เก็บเอกสาร","dtôo-gèp-àyk-gà-sǎan","filing cabinet","office","","","",""
"of20","แฟ้ม","fáirm","folder","office","","","",""
"of21","ถาดรับส่งเอกสาร","tàat-ráp-sòng-àyk-gà-sǎan","in/out tray","office","","","",""
"of22","แล็ปท็อปคอมพิวเตอร์","lép-tóp-korm-piw-dtêr","laptop","office","","","",""
"of23","กระดาษจด","grà-dàat-jòt","notepad","office","","","",""
"of24","เครื่องถ่ายเอกสาร","krêuang-tài-àyk-gà-sǎan","photocopier","office","","","",""
"of25","ปริ้นเตอร์","bprín-dtêr","printer","office","","","",""
"of26","แฟ้มห่วง","fáirm-hùang","ring binder","office","","","",""
"of27","เครื่องสแกนเนอร์","krêuang-sà-gairn-nêr","scanner","office","","","",""
"of28","โพสต์อิท","póht-ít","sticky notes","office","","","",""
"of29","เทปกาว","táyp-gaao","sticky tape","office","","","",""
"of30","เก้าอี้สำนักงาน","gâo-êe-sǎm-nák-ngaan","swivel chair","office","","","",""
"of31","แฟลชไดรฟ์","flét-drái","USB stick","office","","","",""
"bnk01","สาขา","sǎa-kǎa","branch","bank","","","",""
"bnk02","แคชเชียร์","két-chia","cashier","bank","","","",""
"bnk03","ออนไลน์แบงค์กิ้ง","orn-lai-bairng-gîng","online banking","bank","","","",""
"bnk04","บัญชีธนาคาร","ban-chee-tá-naa-kaan","bank account","bank","","","",""
"bnk05","บัญชีกระแสรายวัน","ban-chee-grà-sǎir-raai-wan","current account","bank","","","",""
"bnk06","บัญชีออมทรัพย์","ban-chee-orm-sáp","savings account","bank","","","",""
"bnk07","หมายเลขบัญชี","mǎai-lâyk-ban-chee","account number","bank","","","",""
"bnk08","ยอดเงินฝาก","yôrt-nguhn-fàak","bank balance","bank","","","",""
"bnk09","สเตทเมนต์บัญชี","sà-dtàyt-mén-ban-chee","bank statement","bank","","","",""
"bnk10","โอเวอร์ดราฟต์","oh-wêr-dráap","overdraft","bank","","","",""
"bnk11","โอนเงิน","ohn-nguhn","bank transfer","bank","","","",""
"bnk12","สมุดเช็ค","sà-mùt-chék","chequebook","bank","","","",""
"bnk13","เงินตรา","nguhn-dtraa","currency","bank","","","",""
"bnk14","เงินกู้","nguhn-gôo","loan","bank","","","",""
"bnk15","จำนอง","jam-norng","mortgage","bank","","","",""
"bnk16","ดอกเบี้ย","dòrk-bîa","interest","bank","","","",""
"bnk17","ขอยืม","kǒr-yeuum","to borrow","bank","","","",""
"bnk18","ถอนเงิน","tǒrn-nguhn","to withdraw funds","bank","","","",""
"bnk19","ฝากเงิน","fàak-nguhn","to make a deposit","bank","","","",""
"bnk20","เปิดบัญชี","bpèrt-ban-chee","to open an account","bank","","","",""
"bnk21","แลกเงิน","lâirk-nguhn","to change money","bank","","","",""
"bnk22","เอทีเอ็ม","ay-tee-em","ATM","bank","","","",""
"bnk23","บริการแลกเงิน","bor-rí-gaan-lâirk-nguhn","bureau de change","bank","","","",""
"bnk24","บัตรเดบิต","bàt-day-bìt","debit / credit card","bank","","","",""
"bnk25","อัตราแลกเปลี่ยน","àt-dtraa-lâirk-bplìan","exchange rate","bank","","","",""
"bnk26","ตู้เซฟ","dtôo-sáyp","safety deposit box","bank","","","",""
"po01","รถขนส่งไปรษณีย์","rót-kǒn-sòng-bprai-sà-nee","postal van","post","","","",""
"po02","บริการรับส่งไปรษณีย์","bor-rí-gaan-ráp-sòng-bprai-sà-nee","courier","post","","","",""
"po03","แอร์เมล","air-mayw","airmail","post","","","",""
"po04","ส่ง","sòng","to post / send","post","","","",""
"po05","ส่งของคืน","sòng-kǒrng-keuun","to return a package","post","","","",""
"po06","แผ่นกันกระแทก","pèn-gan-grà-tâirk","bubble wrap","post","","","",""
"po07","จดหมาย","jòt-mǎai","letter","post","","","",""
"po08","ห่อพัสดุ","hòr-pát-sà-dù","package","post","","","",""
"po09","พนักงานไปรษณีย์","pá-nák-ngaan-bprai-sà-nee","postal worker","post","","","",""
"po10","ตู้ไปรษณีย์","dtôo-bprai-sà-nee","postbox","post","","","",""
"p28","โบสถ์คริสต์","bòht-krít","church","places","","","",""
"p29","โรงหนัง","rohng-nǎng","cinema","places","","","",""
"p30","ศูนย์การประชุม","sǒon-gaan-bprà-chum","conference centre","places","","","",""
"p31","ศาล","sǎan","courthouse","places","","","",""
"p33","สถานีดับเพลิง","sà-tǎa-nee-dàp-plerng","fire station","places","","","",""
"p34","น้ำพุ","náam-pú","fountain","places","","","",""
"p35","มัสยิด","mát-sà-yìt","mosque","places","","","",""
"p36","อาคารสำนักงาน","aa-kaan-sǎm-nák-ngaan","office block","places","","","",""
"p37","สวนสาธารณะ","sǔan-sǎa-taa-rá-ná","park","places","","","",""
"p38","สถานีตำรวจ","sà-tǎa-nee-dtam-rùat","police station","places","","","",""
"p39","ย่านการค้า","yâan-gaan-káa","retail park","places","","","",""
"p40","ศาลากลาง","sǎa-laa-glaang","town hall","places","","","",""
"le01","เต็นท์","dtén","tent","leisure","","","",""
"le02","เชือกโยง","chêuak-yohng","guy rope","leisure","","","",""
"le03","ผ้าคลุมเต็นท์","pâa-klum-dtén","flysheet","leisure","","","",""
"le04","แผ่นรองพื้น","pèn-rorng-péuun","groundsheet","leisure","","","",""
"le05","สมอบก","sà-mǒr-bòk","tent peg","leisure","","","",""
"le06","กิจกรรม","gìt-jà-gam","activity","leisure","","","",""
"le07","งานอดิเรก","ngaan-à-dì-ràyk","hobby / pastime","leisure","","","",""
"le08","สนใจ","sǒn-jai","to be interested in","leisure","","","",""
"le09","ทำเวลาว่าง","tam-way-laa-wâang","to pass the time","leisure","","","",""
"le10","ทำงานช่าง","tam-ngaan-châng","DIY","leisure","","","",""
"le11","เล่นเกม","lên-gaym","gaming","leisure","","","",""
"le12","ฟังเพลง","fang-playng","listening to music","leisure","","","",""
"le13","การถ่ายภาพ","gaan-tài-pâap","photography","leisure","","","",""
"le14","อ่านหนังสือ","àan-nang-sěuu","reading","leisure","","","",""
"le15","เล่นกีฬา","lên-gee-laa","sports","leisure","","","",""
"le16","เดินทางท่องเที่ยว","dern-taang-tông-tîaw","travelling","leisure","","","",""
"le17","เดินป่า","dern-bpàa","walking","leisure","","","",""
"ss01","นักท่องเที่ยว","nák-tông-tîaw","tourist","sightseeing","","","",""
"ss02","สถานที่ท่องเที่ยว","sà-tǎan-têe-tông-tîaw","tourist attraction","sightseeing","","","",""
"ss03","ศูนย์บริการนักท่องเที่ยว","sǒon-bor-rí-gaan-nák-tông-tîaw","tourist office","sightseeing","","","",""
"ss04","การไปเที่ยว","gaan-bpai-tîaw","excursion","sightseeing","","","",""
"ss05","สถานที่สำคัญทางประวัติศาสตร์","sà-tǎan-têe-sǎm-kan-taang-bprà-wàt-dtì-sàat","historic site","sightseeing","","","",""
"ss06","ไปเที่ยว","bpai-tîaw","to visit / go out","sightseeing","","","",""
"ss07","ที่แสดงศิลปะ","têe-sà-dairng-sǐn-lá-bpà","art gallery","sightseeing","","","",""
"ss08","เสียงบรรยายนำทาง","sǐang-ban-yaai-nam-taang","audio guide","sightseeing","","","",""
"ss09","กล้องถ่ายรูป","glông-tài-rôop","camera","sightseeing","","","",""
"ss10","แผนที่เมือง","pǎirn-têe-meuang","city map","sightseeing","","","",""
"ss11","สวน","sǔan","gardens","sightseeing","","","",""
"ss12","หนังสือนำเที่ยว","nang-sěuu-nam-tîaw","guidebook","sightseeing","","","",""
"ss13","อนุสาวรีย์","à-nú-sǎa-wá-ree","monument","sightseeing","","","",""
"ss14","พิพิธภัณฑ์","pí-pít-ta-pan","museum","sightseeing","","","",""
"ss15","วัง","wang","palace","sightseeing","","","",""
"ss16","รถบัสชมเมือง","rót-bát-chom-meuang","sightseeing bus","sightseeing","","","",""
"ss17","ไกด์นำเที่ยว","gái-nam-tîaw","tour guide","sightseeing","","","",""
"nl01","เครื่องดื่ม","krêuang-dèuum","a drink","nightlife","","","",""
"nl02","เที่ยวกลางคืน","tîaw-glaang-keuun","nightlife","nightlife","","","",""
"nl03","งานเลี้ยง","ngaan-líang","party","nightlife","","","",""
"nl04","การแสดง","gaan-sà-dairng","show","nightlife","","","",""
"nl05","ละคร","lá-korn","play (drama)","nightlife","","","",""
"nl06","เทศกาล","tâyt-sà-gaan","festival","nightlife","","","",""
"nl07","ที่ขายตั๋ว","têe-kǎai-tǔa","box office","nightlife","","","",""
"nl08","เข้าสังคม","kâo-sǎng-kom","to socialize","nightlife","","","",""
"nl09","ดูการแสดง","doo-gaan-sà-dairng","to see a show","nightlife","","","",""
"nl10","ดูหนัง","doo-nǎng","to watch a film","nightlife","","","",""
"nl11","ไปเต้นรำ","bpai-dtên-ram","to go dancing","nightlife","","","",""
"nl12","ไปสนุกกัน","bpai-sà-nùk-gan","to enjoy oneself","nightlife","","","",""
"nl13","บัลเล่ต์","ban-lây","ballet","nightlife","","","",""
"nl14","โชว์คาบาเร่","choh-kaa-baa-rây","cabaret show","nightlife","","","",""
"nl15","คอนเสิร์ต","korn-sèrt","concert","nightlife","","","",""
"nl16","คาราโอเกะ","kaa-raa-oh-gè","karaoke","nightlife","","","",""
"nl17","ดนตรีสด","don-dtree-sòt","live music","nightlife","","","",""
"nl18","ละครเพลง","lá-korn-playng","musical","nightlife","","","",""
"nl19","ไนท์คลับ","nái-kláp","nightclub","nightlife","","","",""
"nl20","โอเปร่า","oh-bpay-râa","opera","nightlife","","","",""
"nl21","งานวัด","ngaan-wát","temple fair","nightlife","","","",""
"nl22","โรงละคร","rohng-lá-korn","theatre","nightlife","","","",""
"ht01","เกสท์เฮาส์","gàyt-hao","guest house","hotel","","","",""
"ht02","ที่พักพร้อมอาหารเช้า","têe-pák-prórm-aa-hǎan-cháao","bed and breakfast","hotel","","","",""
"ht03","เฉพาะห้องพัก","chà-pó-hông-pák","room only","hotel","","","",""
"ht04","รวมอาหารสามมื้อ","ruam-aa-hǎan-sǎam-méuu","full board","hotel","","","",""
"ht05","พร้อมอาหารเช้าและอาหารเย็น","prórm-aa-hǎan-cháao-lé-aa-hǎan-yen","half board","hotel","","","",""
"ht06","พนักงานต้อนรับ","pá-nák-ngaan-dtôrn-ráp","receptionist","hotel","","","",""
"ht07","บริการโทรปลุก","bor-rí-gaan-toh-bplùk","wake-up call","hotel","","","",""
"ht08","เบอร์ห้อง","ber-hông","room number","hotel","","","",""
"ht09","ต่อคนต่อคืน","dtòr-kon-dtòr-keuun","per person per night","hotel","","","",""
"ht10","เช็กเอาท์","chék-áo","to check out","hotel","","","",""
"ht11","สั่งอาหารและเครื่องดื่มในห้อง","sàng-aa-hǎan-lé-krêuang-dèuum-nai-hông","to order room service","hotel","","","",""
"ht12","ห้องคู่","hông-kôo","double room","hotel","","","",""
"ht13","คีย์การ์ด","kee-gàat","key card","hotel","","","",""
"ht14","เครื่องดื่มในตู้เย็น","krêuang-dèuum-nai-dtôo-yen","minibar","hotel","","","",""
"ht15","แผนกต้อนรับ","pà-nàirk-dtôrn-ráp","reception","hotel","","","",""
"ht16","ตู้นิรภัย","dtôo-ní-rá-pai","safe","hotel","","","",""
"ht17","ห้องเดี่ยว","hông-dìaw","single room","hotel","","","",""
"ht18","ห้องเตียงเดี่ยวสำหรับสองคน","hông-dtiang-dìaw-sǎm-ràp-sǒrng-kon","twin room","hotel","","","",""
"le18","คนไปแคมป์","kon-bpai-kairm","camper","leisure","","","",""
"le19","ที่ตั้งแคมป์","têe-dtâng-kairm","campsite","leisure","","","",""
"le20","จุดกางเต็นท์","jùt-gaang-dtén","pitch","leisure","","","",""
"le21","จุดต่อไฟฟ้า","jùt-dtòr-fai-fáa","electricity hook-up","leisure","","","",""
"le22","ไปแคมป์","bpai-kairm","to camp","leisure","","","",""
"le23","กางเต็นท์","gaang-dtén","to pitch a tent","leisure","","","",""
"le24","เก็บเต็นท์","gèp-dtén","to take down a tent","leisure","","","",""
"le25","ฟูกเป่าลม","fôok-bpào-lom","air bed","leisure","","","",""
"le26","เตาแก๊สกระป๋อง","dtao-gáirt-grà-bpǒrng","camping stove","leisure","","","",""
"le27","กระติกน้ำแข็ง","grà-dtìk-náam-kǎeng","cool box","leisure","","","",""
"le28","ไม้ขีดไฟ","máai-kèet-fai","matches","leisure","","","",""
"le29","ถุงนอน","tǔng-norn","sleeping bag","leisure","","","",""
"le30","ไฟฉาย","fai-chǎai","torch","leisure","","","",""
"bch01","ชายทะเล","chaai-tá-lay","seaside","beach","","","",""
"bch02","ห้ามว่ายน้ำ","hâam-wâai-náam","No swimming","beach","","","",""
"bch03","เขตว่ายน้ำ","kàyt-wâai-náam","bathing zone","beach","","","",""
"bch04","ห้ามอาบแดด","hâam-àap-dàirt","No sunbathing","beach","","","",""
"bch05","กระท่อมริมหาด","grà-tôm-rim-hàat","beach hut","beach","","","",""
"bch06","อาบแดด","àap-dàirt","to sunbathe","beach","","","",""
"bch07","เจ้าหน้าที่ช่วยคนตกน้ำ","jâo-nâa-têe-chûay-kon-dtòk-náam","lifeguard","beach","","","",""
"bch08","ทางเดินเลียบหาด","taang-dern-lîap-hàat","promenade","beach","","","",""
"bch09","ว่ายน้ำ","wâai-náam","to swim","beach","","","",""
"bch10","ลูกบอลชายหาด","lôok-born-chaai-hàat","beach ball","beach","","","",""
"bch11","ของเล่นชายหาด","kǒrng-lên-chaai-hàat","beach toys","beach","","","",""
"bch12","เก้าอี้ชายหาด","gâo-êe-chaai-hàat","deckchair","beach","","","",""
"bch13","ฟิน","fin","flippers","beach","","","",""
"bch14","ปราสาททราย","bpraa-sàat-saai","sandcastle","beach","","","",""
"bch15","เปลือกหอย","bplèuak-hǒy","seashells","beach","","","",""
"bch16","สาหร่าย","sǎa-ràai","seaweed","beach","","","",""
"bch17","แว่นกันแดด","wên-gan-dàirt","sunglasses","beach","","","",""
"bch18","หมวก","mùak","sunhat","beach","","","",""
"bch19","กางเกงว่ายน้ำ","gaang-gayng-wâai-náam","swimming trunks","beach","","","",""
"bch20","ผ้าเช็ดตัวริมหาด","pâa-chét-dtua-rim-hàat","beach towel","beach","","","",""
"bch21","ทะเล","tá-lay","sea","beach","","","",""
"bch22","ทราย","saai","sand","beach","","","",""
"bch23","ร่มกันแดด","rôm-gan-dàirt","parasol","beach","","","",""
"bch24","คลื่น","klêuun","waves","beach","","","",""
"mu01","เพลง","playng","song","music","","","",""
"mu02","อัลบั้ม","an-lá-bâm","album","music","","","",""
"mu03","วง","wong","band","music","","","",""
"mu04","การแสดงสด","gaan-sà-dairng-sòt","gig","music","","","",""
"mu05","ดีเจ","dee-jay","DJ","music","","","",""
"mu06","แผ่นเสียง","pèn-sǐang","vinyl record","music","","","",""
"mu07","เครื่องเล่นแผ่นเสียง","krêuang-lên-pèn-sǐang","turntable","music","","","",""
"mu08","ไมโครโฟน","mai-kroh-fohn","microphone","music","","","",""
"mu09","เพลงป็อป","playng-bpórp","pop","music","","","",""
"mu10","เพลงร็อค","playng-rók","rock","music","","","",""
"mu11","เพลงคลาสสิก","playng-klâat-sìk","classical","music","","","",""
"mu12","เพลงโฟล์ค","playng-fóhk","folk","music","","","",""
"mu13","เพลงลูกทุ่ง","playng-lôok-tûng","Thai country music","music","","","",""
"mu14","เล่นเครื่องดนตรี","lên-krêuang-don-dtree","to play an instrument","music","","","",""
"mu15","ร้องเพลง","rórng-playng","to sing","music","","","",""
"mu16","ไปดูการแสดงสด","bpai-doo-gaan-sà-dairng-sòt","to go to gigs","music","","","",""
"mu17","หูฟัง","hǒo-fang","earphones","music","","","",""
"mu18","หูฟังแบบครอบ","hǒo-fang-bàirp-krôrp","headphones","music","","","",""
"mu19","ลำโพง","lam-pohng","speakers","music","","","",""
"mu20","หีบเพลงชัก","hèep-playng-chák","accordion","music","","","",""
"mu21","กีตาร์โปร่ง","gee-dtâa-bpròhng","acoustic guitar","music","","","",""
"mu22","กลองใหญ่","glorng-yài","bass drum","music","","","",""
"mu23","กีตาร์เบส","gee-dtâa-bàyt","bass guitar","music","","","",""
"mu24","เชลโล","chayn-loh","cello","music","","","",""
"mu25","แคลริเน็ท","klair-rí-nèt","clarinet","music","","","",""
"mu26","ฉาบ","chàap","cymbals","music","","","",""
"mu27","ดับเบิลเบส","dàp-bern-bàyt","double bass","music","","","",""
"mu28","กลอง","glorng","drum","music","","","",""
"mu29","กีตาร์ไฟฟ้า","gee-dtâa-fai-fáa","electric guitar","music","","","",""
"mu30","ฟลูต","flóot","flute","music","","","",""
"mu31","ฮาร์ป","háap","harp","music","","","",""
"mu32","หีบเพลงปาก","hèep-playng-bpàak","mouth organ","music","","","",""
"mu33","เปียโน","bpia-noh","piano","music","","","",""
"mu34","แซกโซโฟน","sék-soh-fohn","saxophone","music","","","",""
"mu35","ทรอมโบน","trorm-bohn","trombone","music","","","",""
"mu36","ทรัมเป็ต","tram-bpèt","trumpet","music","","","",""
"mu37","ทูบา","too-baa","tuba","music","","","",""
"mu38","ไวโอลิน","wai-oh-lin","violin","music","","","",""
"mu39","ระนาดฝรั่ง","rá-nâat-fà-ràng","xylophone","music","","","",""
"mu40","ขิม","kǐm","Thai wooden dulcimer","music","","","",""
"mu41","ซอ","sor","treble fiddle","music","","","",""
"mu42","จะเข้","jà-kây","zither","music","","","",""
"mu43","คณะประสานเสียง","ká-ná-bprà-sǎan-sǐang","choir","music","","","",""
"mu44","วาทยกร","waa-tá-yá-gorn","conductor","music","","","",""
"mu45","นักดนตรี","nák-don-dtree","musician","music","","","",""
"mu46","ออร์เคสตรา","or-kàyt-dtraa","orchestra","music","","","",""
"mu47","โน้ตดนตรี","nóht-don-dtree","sheet music","music","","","",""
"mu48","นักร้อง","nák-rórng","singer","music","","","",""
"pg01","ช่างถ่ายภาพ","châng-tài-pâap","photographer","photography","","","",""
"pg02","รูป","rôop","photo","photography","","","",""
"pg03","เซลฟี่","sayn-fêe","selfie","photography","","","",""
"pg04","ไม้เซลฟี่","máai-sayn-fêe","selfie stick","photography","","","",""
"pg05","ถ่ายรูป","tài-rôop","to take a photo/selfie","photography","","","",""
"pg06","ซูมเข้า","soom-kâo","to zoom in","photography","","","",""
"pg07","เลนส์กล้อง","layn-glông","camera lens","photography","","","",""
"pg08","กล้องเล็ก","glông-lék","compact camera","photography","","","",""
"pg09","โดรน","drohn","drone","photography","","","",""
"pg10","กล้องใหญ่","glông-yài","DSLR camera","photography","","","",""
"pg11","แผ่นความจำ","pèn-kwaam-jam","SD card","photography","","","",""
"pg12","ขาตั้งกล้อง","kǎa-dtâng-glông","tripod","photography","","","",""
"gm01","ผู้เล่น","pôo-lên","player","games","","","",""
"gm02","โป๊กเกอร์","bpóhk-gêr","poker","games","","","",""
"gm03","เครื่องเล่นเกม","krêuang-lên-gaym","games console","games","","","",""
"gm04","ตัวบังคับเกม","dtua-bang-káp-gaym","game controller","games","","","",""
"gm05","วิดีโอเกม","wí-dee-oh-gaym","video game","games","","","",""
"gm06","ชุดหน้ากากวีอาร์","chút-nâa-gàak-wee-aa","virtual reality headset","games","","","",""
"gm07","หมากฮอส","màak-hôrt","draughts","games","","","",""
"gm08","ไพ่ในมือ","pâi-nai-meuu","hand (in cards)","games","","","",""
"gm09","โยนลูกเต๋า","yohn-lôok-dtǎo","to roll the dice","games","","","",""
"gm10","ชนะ","chá-ná","to win","games","","","",""
"gm11","แพ้","páir","to lose","games","","","",""
"gm12","เกมกระดาน","gaym-grà-daan","board game","games","","","",""
"gm13","โบว์ลิ่ง","boh-lîng","bowling","games","","","",""
"gm14","ไพ่","pâi","cards","games","","","",""
"gm15","หมากรุก","màak-rúk","chess","games","","","",""
"gm16","อักษรไขว้","àk-sǒrn-kwâi","crossword","games","","","",""
"gm17","ปาลูกดอก","bpaa-lôok-dòrk","darts","games","","","",""
"gm18","ลูกเต๋า","lôok-dtǎo","dice","games","","","",""
"gm19","โดมิโน","doh-mí-noh","dominoes","games","","","",""
"gm20","โกะ","gò","go (board game)","games","","","",""
"gm21","ภาพต่อจิกซอว์","pâap-dtòr-jìk-sor","jigsaw puzzle","games","","","",""
"gm22","ไพ่นกกระจอก","pâi-nók-grà-jòrk","mahjong","games","","","",""
"gm23","หมากรุกไทย","màak-rúk-tai","Thai chess","games","","","",""
"cr01","งานฝีมือ","ngaan-fěe-meuu","handicrafts","crafts","","","",""
"cr02","ศิลปิน","sǐn-lá-bpin","artist","crafts","","","",""
"cr03","มือสมัครเล่น","meuu-sà-màk-lên","amateur","crafts","","","",""
"cr04","ช่างตัดเสื้อ","châng-dtàt-sêua","dressmaker","crafts","","","",""
"cr05","วาด","wâat","to paint","crafts","","","",""
"cr06","ร่าง","râang","to sketch","crafts","","","",""
"cr07","เย็บ","yép","to sew","crafts","","","",""
"cr08","ถัก","tàk","to knit","crafts","","","",""
"cr09","สร้างสรรค์","sâang-sǎn","to be creative","crafts","","","",""
"cr10","การเขียนตัวอักษร","gaan-kǐan-dtua-àk-sǒrn","calligraphy","crafts","","","",""
"cr11","ปากกาคอแร้ง","bpàak-gaa-kor-ráirng","calligraphy pen","crafts","","","",""
"cr12","ปักครอสติช","bpàk-krórt-sà-dtìt","cross-stitch","crafts","","","",""
"cr13","งานปัก","ngaan-bpàk","embroidery","crafts","","","",""
"cr14","การร้อยเครื่องประดับ","gaan-róy-krêuang-bprà-dàp","jewellery-making","crafts","","","",""
"cr15","การทำแบบจำลอง","gaan-tam-bàirp-jam-lorng","model-making","crafts","","","",""
"cr16","งานกระดาษ","ngaan-grà-dàat","papercrafts","crafts","","","",""
"cr17","งานปั้น","ngaan-bpân","pottery","crafts","","","",""
"cr18","งานไม้","ngaan-máai","woodwork","crafts","","","",""
"cr19","ผ้าใบวาดรูป","pâa-bai-wâat-rôop","canvas","crafts","","","",""
"cr20","ขาตั้งวาดรูป","kǎa-dtâng-wâat-rôop","easel","crafts","","","",""
"cr21","สีน้ำมัน","sěe-náam-man","oil paint","crafts","","","",""
"cr23","จานสี","jaan-sěe","palette","crafts","","","",""
"cr24","สีชอล์คพาสเทล","sěe-chórk-pàat-tayn","pastels","crafts","","","",""
"cr25","สมุดวาดรูป","sà-mùt-wâat-rôop","sketchpad","crafts","","","",""
"cr26","สีน้ำ","sěe-náam","watercolours","crafts","","","",""
"cr27","ไหมพรม","mǎi-prom","ball of wool","crafts","","","",""
"cr28","กระดุม","grà-dum","buttons","crafts","","","",""
"cr29","ผ้า","pâa","fabric","crafts","","","",""
"cr30","กรรไกรตัดผ้า","gan-grai-dtàt-pâa","fabric scissors","crafts","","","",""
"cr31","ไม้นิตติ้ง","máai-nít-dtîng","knitting needles","crafts","","","",""
"cr32","เข็มกับด้าย","kěm-gàp-dâai","needle and thread","crafts","","","",""
"cr33","เข็มกลัดซ่อนปลาย","kěm-glàt-sôrn-bplaai","safety pin","crafts","","","",""
"cr34","จักรเย็บผ้า","jàk-yép-pâa","sewing machine","crafts","","","",""
"cr35","สายวัด","sǎai-wát","tape measure","crafts","","","",""
"sp01","สนามฟุตบอล","sà-nǎam-fút-born","football pitch","sport","","","",""
"sp02","วงกลมกลางสนาม","wong-glom-glaang-sà-nǎam","centre circle","sport","","","",""
"sp03","เขตโทษ","kàyt-tôht","penalty box","sport","","","",""
"sp04","ทัวร์นาเม้นต์","tua-naa-máyn","tournament","sport","","","",""
"sp05","การแข่งขัน","gaan-kèng-kǎn","competition / match","sport","","","",""
